participant,blockID,trialID,condition,screenID,leftColor,rightColor,leftImage,rightImage,correctObject,response,acc,rt
1,2,7,B,memory-resp,#FFFFFF,#2693ab,image26,image222,NA,left,TRUE,770.4000000953674
1,2,7,B,retrieval,NA,NA,NA,NA,image35,image35,TRUE,1663.5
1,2,7,B,retrieval,NA,NA,NA,NA,image346,image81,FALSE,2793.7000002861023
1,2,7,B,retrieval,NA,NA,NA,NA,image222,image222,TRUE,2168.8999996185303
1,2,7,B,retrieval,NA,NA,NA,NA,image81,image1,FALSE,2762.8999996185303
1,2,8,B,memory-resp,#FFFFFF,#386b68,image26,image222,NA,left,TRUE,1170
1,2,8,B,memory-resp,#FFFFFF,#a2d40c,image26,image235,NA,left,TRUE,1516.6999998092651
1,2,8,B,memory-resp,#FFFFFF,#3b2a83,image26,image308,NA,left,TRUE,1341.7000002861023
1,2,8,B,memory-resp,#a84d4d,#FFFFFF,image120,image26,NA,right,TRUE,860.4000000953674
1,2,8,B,retrieval,NA,NA,NA,NA,image308,image308,TRUE,1776.6999998092651
1,2,8,B,retrieval,NA,NA,NA,NA,image120,image120,TRUE,2515
1,2,8,B,retrieval,NA,NA,NA,NA,image235,image235,TRUE,1487.1999998092651
1,2,8,B,retrieval,NA,NA,NA,NA,image222,image222,TRUE,512.4000000953674
1,2,9,B,memory-resp,#248a52,#FFFFFF,image140,image26,NA,right,TRUE,1324
1,2,9,B,memory-resp,#FFFFFF,#28128c,image26,image88,NA,left,TRUE,1103.7000002861023
1,2,9,B,memory-resp,#FFFFFF,#c02a75,image26,image342,NA,left,TRUE,891.5
1,2,9,B,memory-resp,#FFFFFF,#9e8f1f,image26,image39,NA,left,TRUE,886.0999999046326
1,2,9,B,retrieval,NA,NA,NA,NA,image88,image88,TRUE,4082.5
1,2,9,B,retrieval,NA,NA,NA,NA,image140,image140,TRUE,2045.6999998092651
1,2,9,B,retrieval,NA,NA,NA,NA,image342,image342,TRUE,2624.5
1,2,9,B,retrieval,NA,NA,NA,NA,image39,image39,TRUE,2541.9000000953674
1,2,10,B,memory-resp,#FFFFFF,#36bf4d,image26,image77,NA,left,TRUE,1053.9000000953674
1,2,10,B,memory-resp,#8f600f,#FFFFFF,image124,image26,NA,right,TRUE,1082.4000000953674
1,2,10,B,memory-resp,#FFFFFF,#863781,image26,image260,NA,left,TRUE,1005.1999998092651
1,2,10,B,memory-resp,#2b4973,#FFFFFF,image216,image26,NA,right,TRUE,973.7000002861023
1,2,10,B,retrieval,NA,NA,NA,NA,image260,image260,TRUE,2556.699999809265
1,2,10,B,retrieval,NA,NA,NA,NA,image124,image124,TRUE,1329.6000003814697
1,2,10,B,retrieval,NA,NA,NA,NA,image77,image77,TRUE,2334.699999809265
1,2,10,B,retrieval,NA,NA,NA,NA,image216,image216,TRUE,4790.199999809265
1,2,11,B,memory-resp,#FFFFFF,#793325,image26,image269,NA,left,TRUE,1114.3000001907349
1,2,11,B,memory-resp,#4798ae,#FFFFFF,image370,image26,NA,right,TRUE,1012.9000000953674
1,2,11,B,memory-resp,#5e8f4d,#FFFFFF,image102,image26,NA,right,TRUE,1069.2999997138977
1,2,11,B,memory-resp,#86309c,#FFFFFF,image188,image26,NA,right,TRUE,941.1999998092651
1,2,11,B,retrieval,NA,NA,NA,NA,image188,image102,FALSE,3519.5999999046326
1,2,11,B,retrieval,NA,NA,NA,NA,image269,image269,TRUE,2178
1,2,11,B,retrieval,NA,NA,NA,NA,image102,image188,FALSE,3526.9000000953674
1,2,11,B,retrieval,NA,NA,NA,NA,image370,image370,TRUE,780.9000000953674
1,2,12,B,memory-resp,#855c23,#FFFFFF,image394,image26,NA,right,TRUE,1568.0999999046326
1,2,12,B,memory-resp,#FFFFFF,#338037,image26,image40,NA,left,TRUE,1250.2999997138977
1,2,12,B,memory-resp,#398fc0,#FFFFFF,image216,image26,NA,right,TRUE,1004.4000000953674
1,2,12,B,memory-resp,#a21696,#FFFFFF,image412,image26,NA,right,TRUE,976.5
1,2,12,B,retrieval,NA,NA,NA,NA,image216,image412,FALSE,5570.5
1,2,12,B,retrieval,NA,NA,NA,NA,image394,image394,TRUE,1100.1999998092651
1,2,12,B,retrieval,NA,NA,NA,NA,image412,image216,FALSE,3756.8999996185303
1,2,12,B,retrieval,NA,NA,NA,NA,image40,image40,TRUE,1398.9000000953674
1,2,13,B,memory-resp,#35a748,#FFFFFF,image195,image26,NA,right,TRUE,1494.5
1,2,13,B,memory-resp,#896a34,#FFFFFF,image222,image26,NA,right,TRUE,1006.7999997138977
1,2,13,B,memory-resp,#FFFFFF,#733474,image26,image233,NA,left,TRUE,1049.8000001907349
1,2,13,B,memory-resp,#FFFFFF,#335775,image26,image339,NA,left,TRUE,849.9000000953674
1,2,13,B,retrieval,NA,NA,NA,NA,image233,image339,FALSE,5859.5
1,2,13,B,retrieval,NA,NA,NA,NA,image195,image195,TRUE,1706.4000000953674
1,2,13,B,retrieval,NA,NA,NA,NA,image339,image339,TRUE,4852.699999809265
1,2,13,B,retrieval,NA,NA,NA,NA,image222,image222,TRUE,790
1,2,14,B,memory-resp,#4d9a37,#FFFFFF,image424,image26,NA,right,TRUE,1278.2000002861023
1,2,14,B,memory-resp,#FFFFFF,#0f73d2,image26,image257,NA,left,TRUE,1110.5999999046326
1,2,14,B,memory-resp,#96449c,#FFFFFF,image120,image26,NA,right,TRUE,905.1000003814697
1,2,14,B,memory-resp,#FFFFFF,#9f5e1e,image26,image58,NA,left,TRUE,1022.1999998092651
1,2,14,B,retrieval,NA,NA,NA,NA,image257,image257,TRUE,1403.5999999046326
1,2,14,B,retrieval,NA,NA,NA,NA,image424,image424,TRUE,4219.800000190735
1,2,14,B,retrieval,NA,NA,NA,NA,image120,image120,TRUE,1289.7999997138977
1,2,14,B,retrieval,NA,NA,NA,NA,image58,image88,FALSE,4024
1,2,15,B,memory-resp,#FFFFFF,#d44521,image26,image330,NA,left,TRUE,1093.2000002861023
1,2,15,B,memory-resp,#5baa4b,#FFFFFF,image385,image26,NA,right,TRUE,1211.7999997138977
1,2,15,B,memory-resp,#FFFFFF,#236e76,image26,image100,NA,left,TRUE,949.9000000953674
1,2,15,B,memory-resp,#6f2574,#FFFFFF,image254,image26,NA,right,TRUE,1286.8000001907349
1,2,15,B,retrieval,NA,NA,NA,NA,image100,image100,TRUE,1933.8999996185303
1,2,15,B,retrieval,NA,NA,NA,NA,image385,image171,FALSE,5765.300000190735
1,2,15,B,retrieval,NA,NA,NA,NA,image330,image330,TRUE,1399.6999998092651
1,2,15,B,retrieval,NA,NA,NA,NA,image254,image254,TRUE,635.3000001907349
1,3,1,A,memory-resp,#289547,#FFFFFF,image123,image26,NA,NULL,FALSE,NA
1,3,1,A,memory-resp,#FFFFFF,#4371b1,image26,image95,NA,NULL,FALSE,NA
1,3,1,A,memory-resp,#97307a,#FFFFFF,image391,image26,NA,NULL,FALSE,NA
1,3,1,A,memory-resp,#c2a10f,#FFFFFF,image195,image26,NA,NULL,FALSE,NA
1,3,1,A,retrieval,NA,NA,NA,NA,image123,image123,TRUE,1269.1000003814697
1,3,1,A,retrieval,NA,NA,NA,NA,image195,image195,TRUE,2320.9000000953674
1,3,1,A,retrieval,NA,NA,NA,NA,image391,image228,FALSE,4585
1,3,1,A,retrieval,NA,NA,NA,NA,image95,image95,TRUE,501.19999980926514
1,3,2,A,memory-resp,#FFFFFF,#9c7511,image26,image397,NA,left,TRUE,2164.7000002861023
1,3,2,A,memory-resp,#2e53cc,#FFFFFF,image327,image26,NA,right,TRUE,1373.3000001907349
1,3,2,A,memory-resp,#FFFFFF,#b01773,image26,image79,NA,right,TRUE,1203.2999997138977
1,3,2,A,memory-resp,#FFFFFF,#198036,image26,image215,NA,right,TRUE,1111.1999998092651
1,3,2,A,retrieval,NA,NA,NA,NA,image397,image79,FALSE,2476.2000002861023
1,3,2,A,retrieval,NA,NA,NA,NA,image215,image215,TRUE,1192.5999999046326
1,3,2,A,retrieval,NA,NA,NA,NA,image327,image397,FALSE,1776.4000000953674
1,3,2,A,retrieval,NA,NA,NA,NA,image79,image294,FALSE,868.8000001907349
1,3,3,A,memory-resp,#FFFFFF,#0eb4b1,image26,image274,NA,NULL,FALSE,NA
1,3,3,A,memory-resp,#FFFFFF,#a84851,image26,image10,NA,NULL,FALSE,NA
1,3,3,A,memory-resp,#FFFFFF,#7aa249,image26,image369,NA,NULL,FALSE,NA
1,3,3,A,memory-resp,#FFFFFF,#754691,image26,image34,NA,NULL,FALSE,NA
1,3,3,A,retrieval,NA,NA,NA,NA,image10,image369,FALSE,2214.2000002861023
1,3,3,A,retrieval,NA,NA,NA,NA,image369,image10,FALSE,2092.6000003814697
1,3,3,A,retrieval,NA,NA,NA,NA,image274,image34,FALSE,832.0999999046326
1,3,3,A,retrieval,NA,NA,NA,NA,image34,image150,FALSE,1193.4000000953674
1,3,4,A,memory-resp,#749d0b,#FFFFFF,image351,image26,NA,right,FALSE,1735.7000002861023
1,3,4,A,memory-resp,#FFFFFF,#89413e,image26,image145,NA,left,TRUE,1031.5
1,3,4,A,memory-resp,#4c169c,#FFFFFF,image320,image26,NA,right,FALSE,1135.4000000953674
1,3,4,A,memory-resp,#FFFFFF,#2f7d7f,image26,image171,NA,left,TRUE,1017.9000000953674
1,3,4,A,retrieval,NA,NA,NA,NA,image171,image171,TRUE,4155.199999809265
1,3,4,A,retrieval,NA,NA,NA,NA,image145,image145,TRUE,743.5999999046326
1,3,4,A,retrieval,NA,NA,NA,NA,image320,image320,TRUE,926.1999998092651
1,3,4,A,retrieval,NA,NA,NA,NA,image351,image54,FALSE,3207.800000190735
1,3,5,A,memory-resp,#4027ce,#FFFFFF,image410,image26,NA,right,TRUE,1230.5
1,3,5,A,memory-resp,#0d9163,#FFFFFF,image215,image26,NA,right,FALSE,962.5
1,3,5,A,memory-resp,#FFFFFF,#b03667,image26,image239,NA,left,TRUE,933.5
1,3,5,A,memory-resp,#FFFFFF,#c1c12f,image26,image62,NA,left,TRUE,1110.6999998092651
1,3,5,A,retrieval,NA,NA,NA,NA,image62,image62,TRUE,1622.1999998092651
1,3,5,A,retrieval,NA,NA,NA,NA,image239,image43,FALSE,5591
1,3,5,A,retrieval,NA,NA,NA,NA,image215,image215,TRUE,1668.5999999046326
1,3,5,A,retrieval,NA,NA,NA,NA,image410,image410,TRUE,685.5
1,3,6,A,memory-resp,#dd1d23,#FFFFFF,image215,image26,NA,NULL,FALSE,NA
1,3,6,A,memory-resp,#FFFFFF,#6a950f,image26,image393,NA,NULL,FALSE,NA
1,3,6,A,memory-resp,#382178,#FFFFFF,image174,image26,NA,NULL,FALSE,NA
1,3,6,A,memory-resp,#FFFFFF,#1d9181,image26,image394,NA,NULL,FALSE,NA
1,3,6,A,retrieval,NA,NA,NA,NA,image215,image174,FALSE,2293.9000000953674
1,3,6,A,retrieval,NA,NA,NA,NA,image174,image215,FALSE,3005.5
1,3,6,A,retrieval,NA,NA,NA,NA,image394,image394,TRUE,2457.699999809265
1,3,6,A,retrieval,NA,NA,NA,NA,image393,image393,TRUE,720.5999999046326
1,3,7,A,memory-resp,#FFFFFF,#5d8334,image26,image239,NA,left,TRUE,1250.1999998092651
1,3,7,A,memory-resp,#229b8d,#FFFFFF,image128,image26,NA,right,TRUE,1214.8999996185303
1,3,7,A,memory-resp,#FFFFFF,#4d1c82,image26,image152,NA,left,FALSE,1084.9000000953674
1,3,7,A,memory-resp,#7b3b37,#FFFFFF,image353,image26,NA,right,TRUE,1489.4000000953674
1,3,7,A,retrieval,NA,NA,NA,NA,image152,image152,TRUE,1747.5999999046326
1,3,7,A,retrieval,NA,NA,NA,NA,image128,image128,TRUE,2092.0999999046326
1,3,7,A,retrieval,NA,NA,NA,NA,image239,image88,FALSE,1340.8999996185303
1,3,7,A,retrieval,NA,NA,NA,NA,image353,image394,FALSE,1301.2999997138977
1,3,8,A,memory-resp,#399d9d,#FFFFFF,image163,image26,NA,NULL,FALSE,NA
1,3,8,A,memory-resp,#6e19a3,#FFFFFF,image172,image26,NA,NULL,FALSE,NA
1,3,8,A,memory-resp,#7d4136,#FFFFFF,image59,image26,NA,NULL,FALSE,NA
1,3,8,A,memory-resp,#619a28,#FFFFFF,image330,image26,NA,NULL,FALSE,NA
1,3,8,A,retrieval,NA,NA,NA,NA,image330,image59,FALSE,3379.5
1,3,8,A,retrieval,NA,NA,NA,NA,image172,image172,TRUE,2334.800000190735
1,3,8,A,retrieval,NA,NA,NA,NA,image163,image163,TRUE,2285.7000002861023
1,3,8,A,retrieval,NA,NA,NA,NA,image59,image330,FALSE,990.6999998092651
1,3,9,A,memory-resp,#FFFFFF,#863285,image26,image160,NA,left,TRUE,1931
1,3,9,A,memory-resp,#28863c,#FFFFFF,image94,image26,NA,right,TRUE,1336.6999998092651
1,3,9,A,memory-resp,#FFFFFF,#0d3fe3,image26,image233,NA,left,TRUE,1664.1999998092651
1,3,9,A,memory-resp,#FFFFFF,#bf9818,image26,image152,NA,right,TRUE,1500.3000001907349
1,3,9,A,retrieval,NA,NA,NA,NA,image160,image94,FALSE,4193.199999809265
1,3,9,A,retrieval,NA,NA,NA,NA,image94,image160,FALSE,1534.0999999046326
1,3,9,A,retrieval,NA,NA,NA,NA,image233,image233,TRUE,3061.4000000953674
1,3,9,A,retrieval,NA,NA,NA,NA,image152,image216,FALSE,3350.7000002861023
1,3,10,A,memory-resp,#723745,#FFFFFF,image77,image26,NA,NULL,FALSE,NA
1,3,10,A,memory-resp,#4c15c1,#FFFFFF,image66,image26,NA,NULL,FALSE,NA
1,3,10,A,memory-resp,#FFFFFF,#5a9a23,image26,image28,NA,NULL,FALSE,NA
1,3,10,A,memory-resp,#13b499,#FFFFFF,image198,image26,NA,NULL,FALSE,NA
1,3,10,A,retrieval,NA,NA,NA,NA,image66,image66,TRUE,5077.700000286102
1,3,10,A,retrieval,NA,NA,NA,NA,image28,image28,TRUE,2918.4000000953674
1,3,10,A,retrieval,NA,NA,NA,NA,image77,image77,TRUE,3175.199999809265
1,3,10,A,retrieval,NA,NA,NA,NA,image198,image198,TRUE,805
1,3,11,A,memory-resp,#FFFFFF,#a23953,image26,image89,NA,left,TRUE,1322.8000001907349
1,3,11,A,memory-resp,#FFFFFF,#9cca12,image26,image119,NA,left,TRUE,1053.5
1,3,11,A,memory-resp,#FFFFFF,#4442ae,image26,image301,NA,right,TRUE,1557.2000002861023
1,3,11,A,memory-resp,#FFFFFF,#2d957f,image26,image254,NA,right,TRUE,1669.3999996185303
1,3,11,A,retrieval,NA,NA,NA,NA,image119,image119,TRUE,2619.5
1,3,11,A,retrieval,NA,NA,NA,NA,image254,image301,FALSE,3606.9000000953674
1,3,11,A,retrieval,NA,NA,NA,NA,image301,image254,FALSE,876.5
1,3,11,A,retrieval,NA,NA,NA,NA,image89,image89,TRUE,613.7000002861023
1,3,12,A,memory-resp,#FFFFFF,#80a14f,image26,image86,NA,NULL,FALSE,NA
1,3,12,A,memory-resp,#a5534a,#FFFFFF,image188,image26,NA,NULL,FALSE,NA
1,3,12,A,memory-resp,#5e378b,#FFFFFF,image89,image26,NA,NULL,FALSE,NA
1,3,12,A,memory-resp,#479394,#FFFFFF,image142,image26,NA,NULL,FALSE,NA
1,3,12,A,retrieval,NA,NA,NA,NA,image142,image142,TRUE,2456.300000190735
1,3,12,A,retrieval,NA,NA,NA,NA,image89,image188,FALSE,3112
1,3,12,A,retrieval,NA,NA,NA,NA,image188,image86,FALSE,778.8000001907349
1,3,12,A,retrieval,NA,NA,NA,NA,image86,image89,FALSE,1057.0999999046326
1,3,13,A,memory-resp,#FFFFFF,#231980,image26,image176,NA,right,TRUE,1823.1999998092651
1,3,13,A,memory-resp,#FFFFFF,#36ba7a,image26,image381,NA,left,TRUE,1359.2000002861023
1,3,13,A,memory-resp,#931a42,#FFFFFF,image424,image26,NA,left,TRUE,1649.4000000953674
1,3,13,A,memory-resp,#707e2a,#FFFFFF,image410,image26,NA,right,TRUE,1826.3000001907349
1,3,13,A,retrieval,NA,NA,NA,NA,image410,image410,TRUE,1817.8000001907349
1,3,13,A,retrieval,NA,NA,NA,NA,image176,image176,TRUE,1773.3000001907349
1,3,13,A,retrieval,NA,NA,NA,NA,image381,image381,TRUE,3960.7000002861023
1,3,13,A,retrieval,NA,NA,NA,NA,image424,image424,TRUE,803
1,3,14,A,memory-resp,#FFFFFF,#474fa9,image26,image147,NA,NULL,FALSE,NA
1,3,14,A,memory-resp,#FFFFFF,#a28257,image26,image330,NA,NULL,FALSE,NA
1,3,14,A,memory-resp,#782671,#FFFFFF,image220,image26,NA,NULL,FALSE,NA
1,3,14,A,memory-resp,#FFFFFF,#3e7e4d,image26,image77,NA,NULL,FALSE,NA
1,3,14,A,retrieval,NA,NA,NA,NA,image220,image220,TRUE,2384.7000002861023
1,3,14,A,retrieval,NA,NA,NA,NA,image330,image330,TRUE,1195.4000000953674
1,3,14,A,retrieval,NA,NA,NA,NA,image147,image147,TRUE,3803.0999999046326
1,3,14,A,retrieval,NA,NA,NA,NA,image77,image77,TRUE,1107.4000000953674
1,3,15,A,memory-resp,#3814c8,#FFFFFF,image10,image26,NA,right,TRUE,1811.0999999046326
1,3,15,A,memory-resp,#962231,#FFFFFF,image91,image26,NA,left,TRUE,1094.5999999046326
1,3,15,A,memory-resp,#27a07c,#FFFFFF,image35,image26,NA,left,TRUE,1889.2999997138977
1,3,15,A,memory-resp,#FFFFFF,#678538,image26,image88,NA,left,TRUE,1517.8000001907349
1,3,15,A,retrieval,NA,NA,NA,NA,image88,image88,TRUE,4666
1,3,15,A,retrieval,NA,NA,NA,NA,image10,image10,TRUE,1576.8000001907349
1,3,15,A,retrieval,NA,NA,NA,NA,image91,image91,TRUE,1354
1,3,15,A,retrieval,NA,NA,NA,NA,image35,image35,TRUE,947.7000002861023
1,4,P1,D,processing,#41af85,#FFFFFF,image186,image93,NA,left,TRUE,1455.1000003814697
1,4,P1,D,processing,#7e7a3a,#FFFFFF,image239,image65,NA,right,TRUE,1520.6000003814697
1,4,P1,D,processing,#504c90,#FFFFFF,image213,image240,NA,right,TRUE,1518.5
1,4,P1,D,processing,#783a59,#FFFFFF,image81,image256,NA,left,FALSE,1397
1,4,P2,D,processing,#7a1f67,#FFFFFF,image385,image88,NA,left,TRUE,1094.0999999046326
1,4,P2,D,processing,#3c8041,#FFFFFF,image346,image37,NA,left,TRUE,1054.1999998092651
1,4,P2,D,processing,#a48f3d,#FFFFFF,image156,image326,NA,left,TRUE,1462.7000002861023
1,4,P2,D,processing,#3c5277,#FFFFFF,image177,image260,NA,right,TRUE,1968.0999999046326
1,4,P3,D,processing,#2ecc58,#FFFFFF,image186,image150,NA,left,TRUE,1044.3999996185303
1,4,P3,D,processing,#b39532,#FFFFFF,image3,image157,NA,right,TRUE,1240.7000002861023
1,4,P3,D,processing,#b446ae,#FFFFFF,image234,image168,NA,left,TRUE,1375.2000002861023
1,4,P3,D,processing,#104d94,#FFFFFF,image177,image160,NA,left,TRUE,1470.0999999046326
1,4,P4,D,processing,#844b3e,#FFFFFF,image230,image49,NA,left,TRUE,1249.4000000953674
1,4,P4,D,processing,#733e93,#FFFFFF,image414,image401,NA,left,TRUE,929.2999997138977
1,4,P4,D,processing,#71cf0c,#FFFFFF,image419,image140,NA,left,TRUE,1079.8999996185303
1,4,P4,D,processing,#27d3c5,#FFFFFF,image158,image5,NA,left,FALSE,1312.1999998092651
1,4,P5,D,processing,#6344a2,#FFFFFF,image12,image376,NA,right,TRUE,1613
1,4,P5,D,processing,#6c6f39,#FFFFFF,image86,image214,NA,right,TRUE,1362.9000000953674
1,4,P5,D,processing,#299474,#FFFFFF,image320,image180,NA,left,TRUE,1256.8000001907349
1,4,P5,D,processing,#bd2e4a,#FFFFFF,image333,image8,NA,right,TRUE,1831.5
1,4,P6,D,processing,#48b63a,#FFFFFF,image2,image35,NA,right,TRUE,1264.4000000953674
1,4,P6,D,processing,#80197b,#FFFFFF,image400,image248,NA,right,TRUE,1677.6999998092651
1,4,P6,D,processing,#0e6cc4,#FFFFFF,image160,image301,NA,right,TRUE,1144
1,4,P6,D,processing,#e7970d,#FFFFFF,image259,image273,NA,right,TRUE,1277.4000000953674
1,4,P7,D,processing,#37904d,#FFFFFF,image336,image144,NA,right,TRUE,1701.8999996185303
1,4,P7,D,processing,#132890,#FFFFFF,image328,image49,NA,left,TRUE,1599.5999999046326
1,4,P7,D,processing,#8c7618,#FFFFFF,image190,image100,NA,left,TRUE,1143.5
1,4,P7,D,processing,#a81a6f,#FFFFFF,image320,image339,NA,left,TRUE,945.1999998092651
1,4,P8,D,processing,#963c2c,#FFFFFF,image355,image250,NA,left,TRUE,1353.0999999046326
1,4,P8,D,processing,#12c3d3,#FFFFFF,image21,image254,NA,right,TRUE,1519.4000000953674
1,4,P8,D,processing,#8e43b6,#FFFFFF,image179,image215,NA,right,TRUE,1320.6999998092651
1,4,P8,D,processing,#618f28,#FFFFFF,image91,image239,NA,left,TRUE,1272.1999998092651
1,4,P9,D,processing,#d91c29,#FFFFFF,image212,image66,NA,right,TRUE,1551.4000000953674
1,4,P9,D,processing,#3d8a8a,#FFFFFF,image148,image286,NA,right,TRUE,1420.5999999046326
1,4,P9,D,processing,#40207e,#FFFFFF,image133,image71,NA,left,TRUE,1080.5
1,4,P9,D,processing,#5d8c2b,#FFFFFF,image174,image317,NA,left,TRUE,1053.8000001907349
1,4,P10,D,processing,#268267,#FFFFFF,image235,image429,NA,right,TRUE,1730.9000000953674
1,4,P10,D,processing,#a11252,#FFFFFF,image37,image238,NA,right,TRUE,1399.7000002861023
1,4,P10,D,processing,#757637,#FFFFFF,image411,image206,NA,right,TRUE,1977.8000001907349
1,4,P10,D,processing,#32399a,#FFFFFF,image59,image150,NA,right,TRUE,1793.7000002861023
1,4,P11,D,processing,#417581,#FFFFFF,image333,image327,NA,left,TRUE,1784.5
1,4,P11,D,processing,#d4111b,#FFFFFF,image397,image68,NA,right,TRUE,1466.5
1,4,P11,D,processing,#8216d0,#FFFFFF,image369,image375,NA,left,TRUE,1300.2999997138977
1,4,P11,D,processing,#49be23,#FFFFFF,image146,image17,NA,left,TRUE,1105.1999998092651
1,4,P12,D,processing,#6317b0,#FFFFFF,image140,image91,NA,right,TRUE,1134.4000000953674
1,4,P12,D,processing,#9d3c39,#FFFFFF,image132,image101,NA,right,TRUE,1936
1,4,P12,D,processing,#4b9f1e,#FFFFFF,image30,image397,NA,left,TRUE,1264.3000001907349
1,4,P12,D,processing,#41727c,#FFFFFF,image24,image339,NA,left,TRUE,961.6000003814697
1,4,P13,D,processing,#6d3b3d,#FFFFFF,image248,image3,NA,left,TRUE,1016
1,4,P13,D,processing,#3fa2a0,#FFFFFF,image150,image216,NA,right,TRUE,1619.8000001907349
1,4,P13,D,processing,#66e114,#FFFFFF,image349,image101,NA,right,TRUE,1813.0999999046326
1,4,P13,D,processing,#8143b6,#FFFFFF,image13,image79,NA,right,TRUE,2043.5
1,4,P14,D,processing,#420cb6,#FFFFFF,image423,image238,NA,right,TRUE,1745.4000000953674
1,4,P14,D,processing,#a51512,#FFFFFF,image157,image185,NA,left,TRUE,1716.8000001907349
1,4,P14,D,processing,#3c8a90,#FFFFFF,image160,image369,NA,right,TRUE,1897.4000000953674
1,4,P14,D,processing,#7eb715,#FFFFFF,image136,image326,NA,left,TRUE,1497.4000000953674
1,4,P15,D,processing,#8a8133,#FFFFFF,image176,image137,NA,left,TRUE,2175.2999997138977
1,4,P15,D,processing,#4c905e,#FFFFFF,image305,image64,NA,right,TRUE,1469.7999997138977
1,4,P15,D,processing,#a33887,#FFFFFF,image244,image72,NA,NULL,FALSE,NA
1,4,P15,D,processing,#3a3c78,#FFFFFF,image253,image50,NA,left,TRUE,1209.1999998092651
1,4,P16,D,processing,#3e1bda,#FFFFFF,image431,image91,NA,right,TRUE,1278
1,4,P16,D,processing,#189176,#FFFFFF,image144,image202,NA,left,TRUE,1848
1,4,P16,D,processing,#65783b,#FFFFFF,image168,image192,NA,right,TRUE,2092.5999999046326
1,4,P16,D,processing,#9c1645,#FFFFFF,image401,image157,NA,right,TRUE,1336.4000000953674
1,4,P17,D,processing,#30916b,#FFFFFF,image415,image189,NA,right,TRUE,1199.8000001907349
1,4,P17,D,processing,#bd3276,#FFFFFF,image61,image369,NA,right,TRUE,1332.9000000953674
1,4,P17,D,processing,#2c1683,#FFFFFF,image256,image204,NA,right,TRUE,1079.8000001907349
1,4,P17,D,processing,#839146,#FFFFFF,image25,image73,NA,right,FALSE,985.6999998092651
1,4,P18,D,processing,#456c92,#FFFFFF,image168,image320,NA,right,TRUE,1357.7999997138977
1,4,P18,D,processing,#3dd317,#FFFFFF,image226,image412,NA,left,TRUE,1351.3000001907349
1,4,P18,D,processing,#a46a1e,#FFFFFF,image273,image143,NA,left,TRUE,1045.3000001907349
1,4,P18,D,processing,#781197,#FFFFFF,image186,image139,NA,left,TRUE,876
1,4,P19,D,processing,#842a52,#FFFFFF,image55,image226,NA,right,TRUE,1723.5999999046326
1,4,P19,D,processing,#4e3286,#FFFFFF,image98,image190,NA,right,TRUE,1604.3000001907349
1,4,P19,D,processing,#19be6b,#FFFFFF,image113,image3,NA,left,TRUE,1400.6999998092651
1,4,P19,D,processing,#8a991a,#FFFFFF,image345,image40,NA,left,FALSE,1070
1,4,P20,D,processing,#1c28ab,#FFFFFF,image91,image428,NA,left,TRUE,1214.9000000953674
1,4,P20,D,processing,#b2af2a,#FFFFFF,image326,image300,NA,right,TRUE,1450.3000001907349
1,4,P20,D,processing,#9b174c,#FFFFFF,image88,image143,NA,right,TRUE,1374.5
1,4,P20,D,processing,#35925d,#FFFFFF,image405,image332,NA,right,TRUE,1611.9000000953674
1,4,P21,D,processing,#82108e,#FFFFFF,image193,image359,NA,left,TRUE,1459.2999997138977
1,4,P21,D,processing,#1574bc,#FFFFFF,image108,image215,NA,right,TRUE,1454.9000000953674
1,4,P21,D,processing,#28d61f,#FFFFFF,image126,image112,NA,left,TRUE,2004.6999998092651
1,4,P21,D,processing,#885d3f,#FFFFFF,image30,image216,NA,right,TRUE,1849.6999998092651
1,4,P22,D,processing,#8b0e6c,#FFFFFF,image126,image353,NA,left,TRUE,1555.8000001907349
1,4,P22,D,processing,#237b2d,#FFFFFF,image424,image337,NA,left,TRUE,976.2000002861023
1,4,P22,D,processing,#a56931,#FFFFFF,image389,image370,NA,right,TRUE,1655.3000001907349
1,4,P22,D,processing,#1d56a5,#FFFFFF,image5,image218,NA,left,TRUE,1181.6000003814697
1,4,P23,D,processing,#2f835c,#FFFFFF,image151,image47,NA,left,TRUE,1372.3000001907349
1,4,P23,D,processing,#293c89,#FFFFFF,image223,image13,NA,left,TRUE,1301.5999999046326
1,4,P23,D,processing,#cf0c6e,#FFFFFF,image400,image425,NA,right,TRUE,2274.0999999046326
1,4,P23,D,processing,#8d8844,#FFFFFF,image288,image364,NA,left,TRUE,1604.4000000953674
1,4,P24,D,processing,#523088,#FFFFFF,image292,image240,NA,right,TRUE,1435.6999998092651
1,4,P24,D,processing,#bb2528,#FFFFFF,image40,image177,NA,left,TRUE,1349.6999998092651
1,4,P24,D,processing,#23d7b9,#FFFFFF,image343,image142,NA,left,TRUE,1606.2000002861023
1,4,P24,D,processing,#8cad14,#FFFFFF,image154,image397,NA,left,TRUE,1291.5999999046326
1,4,P25,D,processing,#663177,#FFFFFF,image239,image426,NA,right,TRUE,1376.5999999046326
1,4,P25,D,processing,#0da01c,#FFFFFF,image174,image56,NA,left,TRUE,1202.5999999046326
1,4,P25,D,processing,#1466ad,#FFFFFF,image205,image176,NA,left,TRUE,926.1999998092651
1,4,P25,D,processing,#966c31,#FFFFFF,image140,image309,NA,right,TRUE,1430.9000000953674
