participant,blockID,trialID,condition,screenID,leftColor,rightColor,leftImage,leftSize,rightImage,rightSize,correctObject,correctResp,response,acc,rt,target,distractor
7,3,3,D,memory-resp,#2ab748,#FFFFFF,image328,40,image145,10,NA,left,left,TRUE,1773.9000000059605,image328,image328
7,3,3,D,retrieval,NA,NA,NA,NA,NA,NA,image328,NA,image328,TRUE,1440.5999999940395,image328,image102
7,3,3,D,retrieval,NA,NA,NA,NA,NA,NA,image428,NA,image428,TRUE,1475.300000011921,image428,image102
7,3,3,D,retrieval,NA,NA,NA,NA,NA,NA,image102,NA,image205,FALSE,1814,image102,image102
7,3,3,D,retrieval,NA,NA,NA,NA,NA,NA,image205,NA,image102,FALSE,1167.5999999940395,image205,image102
7,3,4,D,memory-resp,#FFFFFF,#412cc9,image139,9.6,image94,3.4,NA,left,left,TRUE,1579.0999999940395,image94,image139
7,3,4,D,memory-resp,#FFFFFF,#27b9b7,image47,12,image107,200,NA,right,right,TRUE,1714.4000000059605,image107,image107
7,3,4,D,memory-resp,#FFFFFF,#8b3c42,image417,9,image234,24,NA,right,NULL,FALSE,NA,image234,image234
7,3,4,D,memory-resp,#85d416,#FFFFFF,image88,3.5,image199,7,NA,right,right,TRUE,1567.5,image88,image199
7,3,4,D,retrieval,NA,NA,NA,NA,NA,NA,image94,NA,image94,TRUE,2139.5,image94,image139
7,3,4,D,retrieval,NA,NA,NA,NA,NA,NA,image107,NA,NULL,FALSE,NA,image107,image139
7,3,4,D,retrieval,NA,NA,NA,NA,NA,NA,image234,NA,image88,FALSE,1286.199999988079,image234,image139
7,3,4,D,retrieval,NA,NA,NA,NA,NA,NA,image88,NA,image417,FALSE,2173.7999999821186,image88,image139
7,3,5,D,memory-resp,#FFFFFF,#9c1f11,image63,800,image187,300,NA,left,right,FALSE,2161.899999976158,image187,image63
7,3,5,D,memory-resp,#397e84,#FFFFFF,image186,999,image90,23,NA,left,left,TRUE,2195.5,image186,image186
7,3,5,D,memory-resp,#6f3e79,#FFFFFF,image105,7.1,image288,34,NA,right,right,TRUE,2166.5,image105,image288
7,3,5,D,memory-resp,#5eb22a,#FFFFFF,image327,6.3,image324,1.4,NA,left,left,TRUE,1632.199999988079,image327,image327
7,3,5,D,retrieval,NA,NA,NA,NA,NA,NA,image105,NA,image105,TRUE,2098.300000011921,image105,image63
7,3,5,D,retrieval,NA,NA,NA,NA,NA,NA,image186,NA,image187,FALSE,1605.0999999940395,image186,image63
